Date,Year,Month,Region,CustomerSegment,Channel,Category,SubCategory,Product,Quantity,UnitPrice,DiscountRate,Sales,Cost,Profit
2024-03-13,2024,3,San Antonio,Home Office,Online,Electronics,Electronics,Nikon D3500 DSLR,48,124.47,0.15,5078.38,3951.69,1126.69
2025-07-04,2025,7,Houston,Small Business,In-Store,Clothing,Clothing,Jacket,60,614.45,0.2,29493.6,22526.15,6967.45
2023-02-16,2023,2,San Antonio,Consumer,In-Store,Electronics,Electronics,Sony WH-1000XM5,91,981.11,0.26,66067.95,54486.63,11581.32
2023-06-11,2023,6,San Antonio,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,17,497.54,0.17,7020.29,5341.22,1679.07
2024-02-11,2024,2,San Diego,Small Business,Online,Electronics,Electronics,Fitbit Versa 4,5,823.49,0.07,3829.23,2603.9,1225.33
2023-09-12,2023,9,San Jose,Corporate,In-Store,Furniture,Furniture,File Cabinet,34,713.34,0.04,23283.42,18698.62,4584.8
2024-12-20,2024,12,San Antonio,Consumer,Online,Furniture,Furniture,Office Chair,22,901.77,0.28,14284.04,10114.02,4170.02
2024-12-08,2024,12,Philadelphia,Consumer,In-Store,Clothing,Clothing,Women's Jeans,24,179.43,0.19,3488.12,2256.35,1231.77
2024-01-12,2024,1,San Antonio,Home Office,Online,Clothing,Clothing,Sneakers,45,621.64,0.1,25176.42,17424.92,7751.5
2023-05-31,2023,5,Houston,Home Office,Online,Furniture,Furniture,Bookshelf,14,815.26,0.12,10044.0,7940.21,2103.79
2024-10-27,2024,10,Houston,Consumer,Online,Office Supplies,Office Supplies,Stapler,29,876.54,0.26,18810.55,16771.08,2039.47
2023-12-06,2023,12,Chicago,Consumer,In-Store,Furniture,Furniture,Conference Table,91,79.63,0.24,5507.21,4568.92,938.29
2023-07-30,2023,7,Phoenix,Home Office,In-Store,Clothing,Clothing,Women's Jeans,87,195.28,0.07,15800.1,10103.0,5697.1
2025-03-04,2025,3,New York,Corporate,Online,Furniture,Furniture,Office Chair,27,309.4,0.26,6181.81,4805.31,1376.5
2025-01-22,2025,1,San Diego,Consumer,Online,Furniture,Furniture,Standing Desk,25,941.58,0.17,19537.78,11985.77,7552.01
2025-11-16,2025,11,San Jose,Consumer,In-Store,Furniture,Furniture,File Cabinet,79,648.18,0.03,49670.03,43984.0,5686.03
2025-12-31,2025,12,San Jose,Home Office,In-Store,Furniture,Furniture,Conference Table,78,597.76,0.1,41962.75,31971.66,9991.09
2023-12-22,2023,12,New York,Consumer,Online,Office Supplies,Office Supplies,Ballpoint Pen,42,997.26,0.23,32251.39,26766.8,5484.59
2024-03-08,2024,3,Phoenix,Corporate,Online,Electronics,Electronics,Dell XPS 13,83,666.29,0.3,38711.45,33546.44,5165.01
2024-06-09,2024,6,Philadelphia,Small Business,Online,Clothing,Clothing,Socks,77,967.81,0.29,52910.17,36648.06,16262.11
2023-11-10,2023,11,Dallas,Corporate,Online,Furniture,Furniture,Conference Table,51,998.81,0.07,47373.56,34674.29,12699.27
2024-01-19,2024,1,Los Angeles,Home Office,In-Store,Electronics,Electronics,GoPro HERO11,20,530.45,0.07,9866.37,8177.49,1688.88
2025-08-21,2025,8,New York,Corporate,In-Store,Office Supplies,Office Supplies,Notebook,58,760.46,0.16,37049.61,30166.21,6883.4
2025-08-02,2025,8,San Jose,Consumer,Online,Clothing,Clothing,Jacket,12,398.33,0.23,3680.57,3179.05,501.52
2025-10-08,2025,10,San Jose,Small Business,In-Store,Furniture,Furniture,File Cabinet,32,20.82,0.05,632.93,543.92,89.01
2025-12-23,2025,12,Dallas,Home Office,Online,Office Supplies,Office Supplies,Ballpoint Pen,71,33.59,0.21,1884.06,1342.03,542.03
2024-03-20,2024,3,Los Angeles,Consumer,In-Store,Office Supplies,Office Supplies,Printer Paper,58,926.66,0.05,51058.97,35981.65,15077.32
2025-10-04,2025,10,Phoenix,Consumer,In-Store,Clothing,Clothing,Women's Jeans,24,669.54,0.2,12855.17,8645.43,4209.74
2025-04-18,2025,4,Phoenix,Home Office,In-Store,Furniture,Furniture,Bookshelf,7,838.1,0.24,4458.69,2861.81,1596.88
2024-10-12,2024,10,San Jose,Consumer,Online,Clothing,Clothing,Jacket,48,607.73,0.25,21878.28,18721.07,3157.21
2023-01-23,2023,1,San Antonio,Consumer,Online,Clothing,Clothing,Women's Jeans,10,520.17,0.09,4733.55,3168.45,1565.1
2025-05-31,2025,5,Philadelphia,Small Business,Online,Electronics,Electronics,Sony WH-1000XM5,11,533.46,0.13,5105.21,3249.0,1856.21
2023-12-24,2023,12,San Diego,Corporate,Online,Electronics,Electronics,MacBook Pro 16,1,197.12,0.16,165.58,129.01,36.57
2024-10-10,2024,10,Houston,Home Office,Online,Office Supplies,Office Supplies,Notebook,89,852.1,0.11,67494.84,53505.83,13989.01
2025-10-27,2025,10,New York,Corporate,In-Store,Clothing,Clothing,Sneakers,27,676.8,0.21,14436.14,12630.26,1805.88
2023-01-11,2023,1,San Antonio,Home Office,In-Store,Furniture,Furniture,File Cabinet,24,544.96,0.12,11509.56,8668.61,2840.95
2025-09-12,2025,9,New York,Corporate,In-Store,Electronics,Electronics,Dell XPS 13,88,353.65,0.07,28942.72,21389.32,7553.4
2023-11-14,2023,11,Los Angeles,Consumer,Online,Clothing,Clothing,Women's Jeans,92,213.78,0.1,17700.98,11850.01,5850.97
2025-11-01,2025,11,New York,Corporate,In-Store,Electronics,Electronics,iPhone 14 Pro,67,755.82,0.15,43043.95,34298.78,8745.17
2024-09-13,2024,9,Dallas,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,6,821.96,0.29,3501.55,2142.63,1358.92
2024-10-27,2024,10,San Jose,Corporate,In-Store,Clothing,Clothing,Socks,2,221.47,0.15,376.5,267.41,109.09
2025-09-14,2025,9,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Printer Paper,52,31.22,0.29,1152.64,781.09,371.55
2025-11-21,2025,11,Los Angeles,Consumer,In-Store,Electronics,Electronics,Nikon D3500 DSLR,6,876.72,0.28,3787.43,3281.11,506.32
2023-05-06,2023,5,Phoenix,Corporate,Online,Office Supplies,Office Supplies,Notebook,43,298.53,0.1,11553.11,8114.94,3438.17
2025-04-03,2025,4,Philadelphia,Corporate,In-Store,Clothing,Clothing,Sneakers,21,137.63,0.04,2774.62,2306.46,468.16
2023-03-27,2023,3,Phoenix,Corporate,In-Store,Electronics,Electronics,MacBook Pro 16,11,284.24,0.1,2813.98,2101.2,712.78
2025-04-06,2025,4,San Jose,Small Business,In-Store,Electronics,Electronics,Kindle Paperwhite,71,79.02,0.27,4095.61,2899.62,1195.99
2023-02-21,2023,2,Dallas,Consumer,Online,Office Supplies,Office Supplies,Printer Paper,20,289.45,0.17,4804.87,3832.14,972.73
2025-06-30,2025,6,Dallas,Small Business,Online,Electronics,Electronics,Dell XPS 13,17,103.28,0.23,1351.94,1205.44,146.5
2023-05-06,2023,5,Philadelphia,Consumer,Online,Furniture,Furniture,File Cabinet,25,519.96,0.26,9619.26,7037.01,2582.25
2025-09-21,2025,9,Phoenix,Consumer,In-Store,Clothing,Clothing,Socks,91,825.56,0.22,58598.25,49146.61,9451.64
2023-06-18,2023,6,New York,Small Business,Online,Furniture,Furniture,Bookshelf,1,366.19,0.1,329.57,287.97,41.6
2024-01-14,2024,1,San Jose,Home Office,Online,Electronics,Electronics,Samsung Galaxy S23,80,646.47,0.2,41374.08,35041.98,6332.1
2025-09-18,2025,9,San Diego,Home Office,In-Store,Electronics,Electronics,Nikon D3500 DSLR,74,666.03,0.04,47314.77,40870.67,6444.1
2023-12-01,2023,12,New York,Consumer,In-Store,Electronics,Electronics,GoPro HERO11,29,756.58,0.25,16455.61,13748.08,2707.53
2024-04-16,2024,4,San Diego,Home Office,Online,Clothing,Clothing,Women's Jeans,27,421.66,0.01,11270.97,7039.52,4231.45
2024-03-31,2024,3,Philadelphia,Home Office,Online,Office Supplies,Office Supplies,Desk Lamp,9,836.23,0.12,6622.94,5577.09,1045.85
2025-07-08,2025,7,New York,Home Office,In-Store,Furniture,Furniture,Conference Table,52,111.58,0.3,4061.51,2799.65,1261.86
2023-05-06,2023,5,San Jose,Small Business,In-Store,Furniture,Furniture,Standing Desk,57,419.27,0.07,22225.5,15003.04,7222.46
2025-10-18,2025,10,Philadelphia,Corporate,In-Store,Clothing,Clothing,Jacket,18,677.11,0.07,11334.82,6884.93,4449.89
2024-07-26,2024,7,San Antonio,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,33,114.55,0.17,3137.52,1903.39,1234.13
2024-11-21,2024,11,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Notebook,33,723.4,0.1,21484.98,15557.2,5927.78
2024-09-18,2024,9,Phoenix,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,67,883.65,0.08,54468.19,47831.47,6636.72
2023-07-23,2023,7,San Diego,Small Business,Online,Office Supplies,Office Supplies,Notebook,7,410.84,0.07,2674.57,2048.48,626.09
2023-08-08,2023,8,New York,Consumer,In-Store,Clothing,Clothing,Women's Jeans,36,387.22,0.11,12406.53,8107.73,4298.8
2025-09-08,2025,9,Dallas,Corporate,Online,Electronics,Electronics,Fitbit Versa 4,96,184.98,0.0,17758.08,11376.99,6381.09
2024-09-03,2024,9,Los Angeles,Home Office,Online,Furniture,Furniture,File Cabinet,87,565.44,0.05,46733.62,39826.64,6906.98
2025-11-12,2025,11,Chicago,Corporate,Online,Office Supplies,Office Supplies,Notebook,75,142.24,0.24,8107.68,6701.5,1406.18
2023-01-15,2023,1,Dallas,Home Office,Online,Office Supplies,Office Supplies,Notebook,31,353.47,0.27,7999.03,5139.41,2859.62
2024-02-08,2024,2,New York,Consumer,Online,Furniture,Furniture,File Cabinet,87,695.78,0.06,56900.89,39325.82,17575.07
2024-10-17,2024,10,San Antonio,Corporate,In-Store,Electronics,Electronics,Dell XPS 13,19,751.4,0.07,13277.24,8679.54,4597.7
2023-08-17,2023,8,Los Angeles,Consumer,Online,Clothing,Clothing,Jacket,84,483.46,0.26,30051.87,20061.1,9990.77
2025-07-06,2025,7,San Antonio,Small Business,In-Store,Office Supplies,Office Supplies,Stapler,53,198.95,0.18,8646.37,7728.47,917.9
2025-11-24,2025,11,New York,Corporate,In-Store,Clothing,Clothing,Women's Jeans,67,833.1,0.09,50794.11,33212.74,17581.37
2024-07-10,2024,7,Dallas,Corporate,Online,Office Supplies,Office Supplies,Printer Paper,28,164.9,0.18,3786.1,2440.93,1345.17
2023-03-23,2023,3,Houston,Small Business,In-Store,Furniture,Furniture,Office Chair,42,387.51,0.0,16275.42,13890.8,2384.62
2024-08-17,2024,8,Houston,Home Office,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,99,31.58,0.21,2469.87,2147.8,322.07
2025-03-15,2025,3,Chicago,Home Office,In-Store,Furniture,Furniture,Standing Desk,5,199.01,0.07,925.4,621.79,303.61
2023-03-03,2023,3,Houston,Consumer,In-Store,Electronics,Electronics,Nikon D3500 DSLR,65,873.75,0.2,45435.0,27570.54,17864.46
2024-12-27,2024,12,San Diego,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,53,158.21,0.15,7127.36,4713.43,2413.93
2024-09-14,2024,9,Phoenix,Consumer,In-Store,Clothing,Clothing,Men's T-Shirt,87,504.07,0.02,42977.01,26385.6,16591.41
2025-08-27,2025,8,Philadelphia,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,55,439.91,0.21,19114.09,12176.45,6937.64
2024-12-06,2024,12,New York,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,84,970.96,0.06,76667.0,57007.72,19659.28
2025-11-01,2025,11,Chicago,Corporate,In-Store,Office Supplies,Office Supplies,Stapler,31,64.4,0.09,1816.72,1402.13,414.59
2024-12-14,2024,12,Houston,Corporate,Online,Office Supplies,Office Supplies,Notebook,34,446.23,0.02,14868.38,11187.51,3680.87
2024-12-08,2024,12,San Jose,Corporate,In-Store,Clothing,Clothing,Women's Jeans,11,574.75,0.19,5121.02,3751.69,1369.33
2023-05-01,2023,5,Houston,Small Business,Online,Electronics,Electronics,Kindle Paperwhite,80,239.0,0.09,17399.2,13316.92,4082.28
2025-10-06,2025,10,Los Angeles,Corporate,In-Store,Furniture,Furniture,Standing Desk,7,647.88,0.02,4444.46,3733.48,710.98
2023-04-09,2023,4,Chicago,Home Office,Online,Electronics,Electronics,Samsung Galaxy S23,44,133.44,0.07,5460.36,3546.36,1914.0
2024-10-06,2024,10,Los Angeles,Home Office,Online,Office Supplies,Office Supplies,Desk Lamp,54,894.38,0.06,45398.73,31654.71,13744.02
2025-01-14,2025,1,Philadelphia,Home Office,Online,Electronics,Electronics,iPhone 14 Pro,82,960.67,0.07,73260.69,48744.82,24515.87
2023-01-27,2023,1,Philadelphia,Home Office,Online,Office Supplies,Office Supplies,Ballpoint Pen,49,236.07,0.24,8791.25,7649.88,1141.37
2024-03-06,2024,3,Houston,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,77,716.13,0.17,45767.87,32534.83,13233.04
2024-08-26,2024,8,San Diego,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,8,849.34,0.01,6726.77,5266.25,1460.52
2024-11-27,2024,11,New York,Small Business,Online,Furniture,Furniture,Office Chair,16,636.5,0.21,8045.36,6427.58,1617.78
2025-03-12,2025,3,Chicago,Home Office,Online,Clothing,Clothing,Sneakers,10,644.06,0.23,4959.26,4117.87,841.39
2023-01-19,2023,1,Houston,Consumer,In-Store,Electronics,Electronics,MacBook Pro 16,39,897.38,0.24,26598.34,19378.53,7219.81
2025-09-27,2025,9,Phoenix,Consumer,In-Store,Electronics,Electronics,Dell XPS 13,5,794.58,0.18,3257.78,2620.17,637.61
2023-07-04,2023,7,San Diego,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,56,181.44,0.12,8941.36,7761.84,1179.52
2025-10-13,2025,10,Philadelphia,Corporate,Online,Furniture,Furniture,Office Chair,15,100.2,0.14,1292.58,939.39,353.19
2024-04-11,2024,4,San Jose,Consumer,In-Store,Furniture,Furniture,Bookshelf,58,448.72,0.12,22902.67,14092.0,8810.67
2023-06-12,2023,6,San Jose,Home Office,In-Store,Clothing,Clothing,Sneakers,8,532.8,0.24,3239.42,1991.85,1247.57
2023-06-27,2023,6,Houston,Corporate,Online,Clothing,Clothing,Socks,67,693.53,0.29,32991.22,22357.52,10633.7
2025-10-30,2025,10,Los Angeles,Home Office,Online,Clothing,Clothing,Jacket,68,427.56,0.12,25585.19,22039.1,3546.09
2025-02-23,2025,2,Philadelphia,Home Office,Online,Furniture,Furniture,Conference Table,5,287.47,0.05,1365.48,957.01,408.47
2024-08-11,2024,8,Philadelphia,Small Business,In-Store,Office Supplies,Office Supplies,Notebook,84,545.46,0.24,34822.17,23967.41,10854.76
2024-01-27,2024,1,Phoenix,Corporate,Online,Clothing,Clothing,Women's Jeans,42,427.2,0.24,13636.22,11916.84,1719.38
2023-08-10,2023,8,Houston,Small Business,Online,Electronics,Electronics,Dell XPS 13,35,755.28,0.19,21412.19,14948.65,6463.54
2023-12-11,2023,12,Phoenix,Small Business,Online,Electronics,Electronics,Fitbit Versa 4,18,120.35,0.14,1863.02,1445.09,417.93
2024-09-09,2024,9,Philadelphia,Home Office,In-Store,Electronics,Electronics,Fitbit Versa 4,78,706.8,0.19,44655.62,29200.89,15454.73
2023-01-05,2023,1,Chicago,Consumer,Online,Furniture,Furniture,Office Chair,74,862.32,0.12,56154.28,46122.6,10031.68
2025-07-12,2025,7,Dallas,Small Business,Online,Furniture,Furniture,Office Chair,69,373.43,0.11,22932.34,19784.38,3147.96
2023-03-13,2023,3,New York,Corporate,In-Store,Furniture,Furniture,File Cabinet,15,62.4,0.2,748.8,520.96,227.84
2024-01-16,2024,1,Los Angeles,Small Business,In-Store,Electronics,Electronics,Kindle Paperwhite,92,78.64,0.12,6366.69,5033.01,1333.68
2023-06-15,2023,6,New York,Home Office,In-Store,Clothing,Clothing,Sneakers,64,228.7,0.22,11416.7,10084.36,1332.34
2024-11-19,2024,11,Houston,Consumer,Online,Clothing,Clothing,Socks,99,560.04,0.26,41028.53,36041.23,4987.3
2025-02-21,2025,2,Dallas,Small Business,In-Store,Furniture,Furniture,Bookshelf,64,478.56,0.01,30321.56,21695.0,8626.56
2023-05-08,2023,5,Chicago,Small Business,Online,Furniture,Furniture,Office Chair,35,843.32,0.24,22432.31,14714.55,7717.76
2024-03-27,2024,3,New York,Small Business,Online,Furniture,Furniture,File Cabinet,10,888.64,0.24,6753.66,5365.83,1387.83
2025-12-17,2025,12,San Antonio,Home Office,Online,Office Supplies,Office Supplies,Desk Lamp,47,378.92,0.19,14425.48,9709.58,4715.9
2025-11-01,2025,11,Chicago,Home Office,Online,Electronics,Electronics,Kindle Paperwhite,61,108.08,0.25,4944.66,4231.95,712.71
2024-01-29,2024,1,San Diego,Home Office,Online,Furniture,Furniture,Conference Table,91,746.08,0.03,65856.48,56857.26,8999.22
2023-04-22,2023,4,New York,Corporate,In-Store,Electronics,Electronics,Samsung Galaxy S23,60,726.33,0.13,37914.43,27534.63,10379.8
2023-02-06,2023,2,New York,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,71,872.65,0.21,48946.94,33681.74,15265.2
2025-12-13,2025,12,San Diego,Home Office,In-Store,Furniture,Furniture,Conference Table,49,42.79,0.11,1866.07,1314.26,551.81
2025-12-31,2025,12,Los Angeles,Consumer,Online,Furniture,Furniture,Conference Table,18,406.02,0.18,5992.86,4205.14,1787.72
2024-07-27,2024,7,Chicago,Small Business,Online,Electronics,Electronics,Dell XPS 13,32,490.17,0.24,11920.93,9081.5,2839.43
2024-11-01,2024,11,Philadelphia,Small Business,In-Store,Furniture,Furniture,Office Chair,13,348.11,0.01,4480.18,3791.55,688.63
2024-04-01,2024,4,Dallas,Corporate,In-Store,Furniture,Furniture,File Cabinet,81,405.74,0.22,25634.65,18044.93,7589.72
2024-12-01,2024,12,Dallas,Corporate,Online,Office Supplies,Office Supplies,Notebook,62,542.66,0.04,32299.12,26873.1,5426.02
2024-09-13,2024,9,San Antonio,Corporate,In-Store,Clothing,Clothing,Jacket,68,23.83,0.08,1490.8,1027.17,463.63
2024-10-31,2024,10,Los Angeles,Small Business,Online,Electronics,Electronics,Sony WH-1000XM5,52,762.56,0.02,38860.06,23674.66,15185.4
2025-03-19,2025,3,Los Angeles,Home Office,Online,Clothing,Clothing,Sneakers,30,121.84,0.21,2887.61,2472.87,414.74
2024-11-23,2024,11,Houston,Home Office,Online,Furniture,Furniture,Bookshelf,53,243.06,0.15,10949.85,8367.13,2582.72
2023-04-28,2023,4,Los Angeles,Consumer,Online,Office Supplies,Office Supplies,Stapler,8,23.01,0.13,160.15,113.06,47.09
2024-07-16,2024,7,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,25,380.5,0.14,8180.75,6244.58,1936.17
2024-08-31,2024,8,San Jose,Home Office,In-Store,Electronics,Electronics,GoPro HERO11,74,307.35,0.17,18877.44,15066.29,3811.15
2025-10-31,2025,10,Los Angeles,Corporate,In-Store,Clothing,Clothing,Jacket,89,340.25,0.04,29070.96,20955.44,8115.52
2023-03-08,2023,3,San Diego,Home Office,Online,Office Supplies,Office Supplies,Stapler,58,308.1,0.15,15189.33,10911.92,4277.41
2023-01-21,2023,1,San Jose,Home Office,In-Store,Furniture,Furniture,Conference Table,100,114.47,0.03,11103.59,8256.33,2847.26
2023-11-29,2023,11,San Diego,Consumer,In-Store,Electronics,Electronics,Samsung Galaxy S23,84,661.83,0.04,53369.97,46355.41,7014.56
2025-10-13,2025,10,Chicago,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,88,268.59,0.15,20090.53,15564.59,4525.94
2025-02-21,2025,2,San Jose,Small Business,In-Store,Office Supplies,Office Supplies,Stapler,44,549.67,0.24,18380.96,12014.33,6366.63
2025-02-12,2025,2,San Diego,Home Office,In-Store,Clothing,Clothing,Women's Jeans,26,286.55,0.06,7003.28,6194.34,808.94
2024-04-30,2024,4,San Diego,Corporate,In-Store,Clothing,Clothing,Sneakers,6,410.99,0.21,1948.09,1535.93,412.16
2025-02-17,2025,2,Houston,Small Business,In-Store,Electronics,Electronics,iPhone 14 Pro,53,164.35,0.08,8013.71,5603.96,2409.75
2025-06-01,2025,6,Chicago,Small Business,Online,Furniture,Furniture,Bookshelf,32,519.66,0.27,12139.26,10424.28,1714.98
2025-07-11,2025,7,Philadelphia,Consumer,Online,Office Supplies,Office Supplies,Stapler,72,310.78,0.09,20362.31,17264.69,3097.62
2025-04-05,2025,4,San Antonio,Corporate,Online,Electronics,Electronics,Sony WH-1000XM5,71,462.81,0.18,26944.8,16241.06,10703.74
2024-11-26,2024,11,Philadelphia,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,56,861.2,0.24,36652.67,31463.15,5189.52
2024-05-15,2024,5,San Jose,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,92,556.78,0.16,43027.96,29179.68,13848.28
2025-04-19,2025,4,Houston,Corporate,Online,Office Supplies,Office Supplies,Stapler,61,379.17,0.04,22204.2,15137.95,7066.25
2023-05-06,2023,5,Houston,Home Office,Online,Electronics,Electronics,MacBook Pro 16,61,957.45,0.03,56652.32,36866.22,19786.1
2024-06-27,2024,6,Los Angeles,Small Business,In-Store,Furniture,Furniture,Office Chair,68,930.15,0.06,59455.19,43587.59,15867.6
2025-10-10,2025,10,Dallas,Small Business,In-Store,Furniture,Furniture,Standing Desk,64,276.51,0.14,15219.11,10411.82,4807.29
2023-07-04,2023,7,Chicago,Small Business,Online,Clothing,Clothing,Women's Jeans,43,932.0,0.18,32862.32,23682.15,9180.17
2024-08-20,2024,8,San Diego,Home Office,In-Store,Clothing,Clothing,Women's Jeans,96,149.62,0.22,11203.55,8750.36,2453.19
2025-10-29,2025,10,San Diego,Small Business,In-Store,Electronics,Electronics,Fitbit Versa 4,63,104.55,0.21,5203.45,3943.48,1259.97
2025-10-26,2025,10,Philadelphia,Corporate,In-Store,Electronics,Electronics,Nikon D3500 DSLR,79,718.18,0.01,56168.86,44145.79,12023.07
2025-07-13,2025,7,Dallas,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,24,781.52,0.13,16318.14,9915.99,6402.15
2023-01-21,2023,1,Phoenix,Small Business,Online,Electronics,Electronics,iPhone 14 Pro,54,610.06,0.22,25695.73,18196.7,7499.03
2023-10-17,2023,10,New York,Corporate,Online,Clothing,Clothing,Men's T-Shirt,29,355.09,0.05,9782.73,6593.72,3189.01
2025-01-24,2025,1,Chicago,Home Office,Online,Furniture,Furniture,Bookshelf,46,431.39,0.28,14287.64,8721.27,5566.37
2025-09-06,2025,9,New York,Home Office,Online,Furniture,Furniture,Bookshelf,14,526.86,0.04,7081.0,6072.68,1008.32
2024-05-13,2024,5,San Diego,Consumer,Online,Furniture,Furniture,Bookshelf,18,180.62,0.09,2958.56,1844.17,1114.39
2023-03-28,2023,3,Phoenix,Consumer,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,23,759.57,0.24,13277.28,10256.54,3020.74
2023-09-21,2023,9,Houston,Home Office,In-Store,Electronics,Electronics,Sony WH-1000XM5,50,604.52,0.28,21762.72,17698.31,4064.41
2023-01-09,2023,1,San Diego,Corporate,Online,Electronics,Electronics,iPhone 14 Pro,84,555.12,0.12,41034.47,29831.51,11202.96
